index,x,y,t_seconds,stroke
565,573,286,19.574855089187622,15
566,570,241,19.607933521270752,15
567,564,213,19.633854389190674,15
568,554,189,19.65599799156189,15
569,544,177,19.6809298992157,15
570,536,172,19.704193830490112,15
571,527,169,19.72030234336853,15
572,498,163,19.75030541419983,15
573,474,163,19.76620864868164,15
574,437,169,19.79600477218628,15
575,331,262,19.995767831802368,16
576,330,278,20.02788257598877,16
577,331,304,20.0596182346344,16
578,336,329,20.082663774490356,16
579,348,359,20.105682373046875,16
580,359,378,20.121727228164673,16
581,367,387,20.1378390789032,16
582,371,392,20.153791427612305,16
583,375,395,20.1699059009552,16
584,386,399,20.185744762420654,16
585,409,407,20.205986499786377,16
586,440,414,20.222306728363037,16
587,496,420,20.250164031982422,16
588,538,417,20.266050338745117,16
589,560,414,20.281901836395264,16
590,569,407,20.29772114753723,16
591,574,398,20.316893339157104,16
592,578,363,20.348188400268555,16
593,578,316,20.38008999824524,16
594,576,295,20.396169424057007,16
595,561,249,20.428191661834717,16
596,537,217,20.46120023727417,16
597,512,198,20.493370294570923,16
598,483,190,20.52603316307068,16
599,440,186,20.55734872817993,16
600,405,183,20.58920669555664,16
601,325,280,20.719786167144775,17
602,321,308,20.742308616638184,17
603,320,330,20.757737159729004,17
604,322,354,20.782334804534912,17
605,327,375,20.812866926193237,17
606,331,384,20.828601360321045,17
607,337,393,20.844832181930542,17
608,347,398,20.86091184616089,17
609,357,408,20.878167152404785,17
610,379,411,20.894484758377075,17
611,436,415,20.924857139587402,17
612,462,413,20.94152307510376,17
613,475,411,20.956745862960815,17
614,483,407,20.97280478477478,17
615,490,400,20.99093747138977,17
616,513,373,21.0251305103302,17
617,525,342,21.053564310073853,17
618,527,334,21.07109808921814,17
619,529,322,21.086962461471558,17
620,531,297,21.111164093017578,17
621,530,274,21.1359920501709,17
622,531,263,21.152134895324707,17
623,531,259,21.168123245239258,17
624,530,247,21.201706409454346,17
625,526,229,21.23395848274231,17
626,519,215,21.250377893447876,17
627,510,204,21.269543409347534,17
628,493,185,21.296981811523438,17
629,322,273,21.507267475128174,18
630,320,286,21.53128671646118,18
631,320,303,21.553300619125366,18
632,320,326,21.57003664970398,18
633,325,350,21.585994005203247,18
634,337,376,21.601298809051514,18
635,352,397,21.617919206619263,18
636,365,413,21.63338279724121,18
637,379,422,21.649508953094482,18
638,390,429,21.665905714035034,18
639,400,432,21.681501388549805,18
640,412,433,21.699127197265625,18
641,437,434,21.731308460235596,18
642,448,432,21.74875569343567,18
643,472,430,21.778246641159058,18
644,483,426,21.795981407165527,18
645,508,406,21.826152563095093,18
646,523,391,21.843146800994873,18
647,532,377,21.85833477973938,18
648,536,368,21.874380111694336,18
649,539,363,21.893183946609497,18
650,549,344,21.925862550735474,18
651,557,321,21.956196784973145,18
652,560,310,21.972102403640747,18
653,561,285,22.00399947166443,18
654,558,274,22.01907253265381,18
655,554,260,22.03518319129944,18
656,546,248,22.052119731903076,18
657,541,241,22.067188501358032,18
658,533,234,22.083059310913086,18
659,523,226,22.099876642227173,18
660,507,218,22.114962339401245,18
661,403,192,22.263744115829468,19
662,399,199,22.283694744110107,19
663,391,210,22.299670219421387,19
664,379,227,22.325417518615723,19
665,373,234,22.34115481376648,19
666,370,241,22.357198238372803,19
667,369,243,22.374165534973145,19
668,367,247,22.38921594619751,19
669,358,263,22.405463457107544,19
670,355,275,22.422033071517944,19
671,353,289,22.437519788742065,19
672,353,305,22.455119609832764,19
673,357,323,22.47100305557251,19
674,364,340,22.487170696258545,19
675,380,356,22.51781463623047,19
676,391,362,22.535113096237183,19
677,413,370,22.559876203536987,19
678,427,374,22.575063467025757,19
679,448,375,22.599164247512817,19
680,478,371,22.633972883224487,19
681,491,369,22.64980721473694,19
682,514,361,22.680177211761475,19
683,519,352,22.70418405532837,19
684,524,338,22.727953672409058,19
685,535,312,22.7600998878479,19
686,537,301,22.776001930236816,19
687,540,281,22.801050901412964,19
688,541,257,22.820132732391357,19
689,540,241,22.8412446975708,19
690,538,227,22.859010219573975,19
691,529,209,22.889182329177856,19
692,366,239,23.083767652511597,20
693,357,250,23.100159883499146,20
694,356,252,23.11630606651306,20
695,349,273,23.146099090576172,20
696,346,303,23.16682529449463,20
697,344,332,23.194422960281372,20
698,344,367,23.218373775482178,20
699,352,413,23.245991230010986,20
700,362,434,23.266506910324097,20
701,371,445,23.283933639526367,20
702,383,455,23.29939603805542,20
703,402,462,23.316521883010864,20
704,452,474,23.34014630317688,20
705,502,475,23.364099264144897,20
706,542,466,23.387457609176636,20
707,559,455,23.404165983200073,20
708,574,424,23.43721032142639,20
709,577,389,23.468310832977295,20
710,576,365,23.4930522441864,20
711,575,348,23.509081840515137,20
712,572,325,23.532989025115967,20
713,565,305,23.54998230934143,20
714,554,284,23.57494878768921,20
715,538,262,23.59700345993042,20
716,528,252,23.61302900314331,20
717,520,244,23.629278659820557,20
718,512,233,23.644997358322144,20
719,493,215,23.677194118499756,20
720,477,202,23.701327800750732,20
721,451,194,23.725149393081665,20
722,438,190,23.74174213409424,20
723,311,295,23.903777599334717,21
724,309,305,23.926673412322998,21
725,308,315,23.949854373931885,21
726,309,326,23.96587300300598,21
727,315,342,23.98200535774231,21
728,325,361,23.99920153617859,21
729,339,382,24.023902416229248,21
730,354,389,24.047279119491577,21
731,379,395,24.078999996185303,21
732,394,397,24.095276355743408,21
733,411,398,24.110318183898926,21
734,437,398,24.126601219177246,21
735,460,398,24.143158435821533,21
736,480,393,24.158405542373657,21
737,492,386,24.176127672195435,21
738,502,362,24.20988631248474,21
739,504,351,24.225460529327393,21
740,507,336,24.241305112838745,21
741,517,298,24.27230668067932,21
742,522,275,24.28805637359619,21
743,525,253,24.30415678024292,21
744,528,232,24.33729887008667,21
745,528,224,24.353182077407837,21
746,525,212,24.383207082748413,21
747,513,196,24.41836452484131,21
748,498,188,24.442832946777344,21
749,488,187,24.458418607711792,21
750,468,187,24.48244595527649,21
751,305,268,24.62777352333069,22
752,310,286,24.65168833732605,22
753,312,298,24.66752552986145,22
754,316,317,24.683871030807495,22
755,329,353,24.708131074905396,22
756,349,397,24.739309310913086,22
757,362,420,24.771188020706177,22
758,363,424,24.7869930267334,22
759,366,425,24.802003383636475,22
760,367,425,24.817939519882202,22
761,372,425,24.835160493850708,22
762,391,425,24.85940909385681,22
763,424,424,24.874427318572998,22
764,475,424,24.90099334716797,22
765,515,419,24.91934061050415,22
766,528,411,24.93635320663452,22
767,536,402,24.953084468841553,22
768,540,390,24.969693899154663,22
769,544,368,24.99617099761963,22
770,548,327,25.026341199874878,22
771,549,303,25.0439612865448,22
772,549,268,25.068437099456787,22
773,545,236,25.092883348464966,22
774,541,210,25.117760181427002,22
775,536,196,25.133753538131714,22
776,522,174,25.158856868743896,22
777,289,276,25.359777212142944,23
778,284,297,25.382182598114014,23
